"ResponseId","HHResponseId","HHCODE","PERCODE","PERNAME","CHANGES_TEXT","VALUES_1","VALUES_2","VALUES_3","VALUES_4","VALUES_5","VALUES_6","VALUES_7","VALUES_8","VALUES_9","VALUES_EGO","VALUES_ALT","VALUES_BIO","ATT_ENVR_1","ATT_ENVR_2","ATT_ENVR_3","ATT_ENVR_4","ATT_ENVR_5","ATT_ENVR_6","ATT_ENVR_7","ATT_ENVR_8","ATT_ENVR_9","ATT_ENVR_10","ATT_ENVR_11","ATT_ENVR_12","ATT_ENVR_13","ATT_ENVR_14","ATT_ENVR_15","ATT_ENVR_16","ATT_ENVR","ATT_ENVR_TECH","ATT_HEALTH_1","ATT_HEALTH_2","ATT_HEALTH_3","ATT_HEALTH_4","ATT_HEALTH_5","ATT_HEALTH_6","ATT_HEALTH_7","ATT_HEALTH_8","ATT_HEALTH","NORMS_ME_1","NORMS_ME_2","NORMS_ME_3","NORMS_ME_4","NORMS_ME_SELF","NORMS_ME_SELF_NO","NORMS_ME_OTHERS","NORMS_ME_OTHERS_NO","NORMS_PEER_1","NORMS_PEER_2","NORMS_PEER_3","NORMS_PEER_4","NORMS_PEER_SELF","NORMS_PEER_SELF_NO","NORMS_PEER_OTHERS","NORMS_PEER_OTHERS_NO","NORMS_ORGS_1","NORMS_ORGS_2","NORMS_ORGS_3","NORMS_ORGS_4","NORMS_ORGS_SELF","NORMS_ORGS_SELF_NO","NORMS_ORGS_OTHERS","NORMS_ORGS_OTHERS_NO","SELFEFF_1","SELFEFF_2","SELFEFF_3","SELFEFF_4","SELFEFF_5","SELFEFF_6","SELFEFF","AQ_IMPACTS_1","AQ_IMPACTS_2","AQ_IMPACTS_3","AQ_IMPACTS_4","AQ_IMPACTS_5","AQ_CAUSES_1","AQ_CAUSES_2","AQ_CAUSES_3","AQ_CAUSES_4","AQ_CAUSES_5","AQ_ME_1","AQ_ME_2","AQ_ME_3","AQ_ME_4","AQ_ME_5","AQ_ME_6","AQ_PEER_1","AQ_PEER_2","AQ_PEER_3","AQ_PEER_4","AQ_ORGS_1","AQ_ORGS_2","AQ_ORGS_3","AQ_ORGS_4","IDLING_1","IDLING_2","IDLING_3","IDLING_4","IDLING_5","IDLING_6","IDLING_6_TEXT","IDLING_LOGAN","IDLING","IDLING_LOGAN2","BEHCHG_ME_1","BEHCHG_ME_2","BEHCHG_ME_3","BEHCHG_ME_4","BEHCHG_ME_5","BEHCHG_ME_6","BEHCHG_ME_7","BEHCHG_ME_8","BEHCHG_ME_8_TEXT","BEHCHG_ME_9","BEHCHG_ME","BEHCHG_ME_MODE","BEHCHG_ME_TRIP","BEHCHG_ME_IDLE","BEHCHG_POP_1","BEHCHG_POP_2","BEHCHG_POP_3","BEHCHG_POP_4","BEHCHG_POP_5","BEHCHG_POP_6","BEHCHG_POP_7","BEHCHG_POP_8","BEHCHG_POP_8_TEXT","BEHCHG_POP_9","BEHCHG_POP","BEHCHG_POP_MODE","BEHCHG_POP_TRIP","BEHCHG_POP_IDLE","SUPPORT_1","SUPPORT_2","SUPPORT_3","SUPPORT_4","SUPPORT_5","SUPPORT_6","SUPPORT_7","SUPPORT_8","SUPPORT","OTHER_IDEAS","ORGPROG_1","ORGPROG_2","ORGPROG_3","ORGPROG_4","ORGPROG_5","ORGPROG_6","ORGPROG","COMMENTS"
"R_qKIG3uBnmR3bBzr","R_1Rnexe9wLVdtEtP",1010,1,"","","Slightly important","Not at all important","Very important","Extremely important","Very important","Extremely important","Very important","Moderately important","Very important",1.33333333333333,3.66666666666667,2.66666666666667,"Neither agree nor disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree",0.7,-0.5,"Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree",0.6,"Somewhat less","Much less","Somewhat more","Somewhat more",0.5,FALSE,0.75,FALSE,"Somewhat more","No opinion","No opinion","No opinion",-0.25,FALSE,0,TRUE,"About the same","No opinion","No opinion","No opinion",0,FALSE,0,TRUE,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",1,"A lot","A lot","A lot","A lot","A lot","A little","A little","A lot","A little","No opinion","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","No opinion","Strongly agree","Strongly agree","No opinion","No opinion","Somewhat agree","Somewhat agree","No opinion","No opinion","Never","Never","Never","Never","Never",NA,"",NA,0,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"",FALSE,5,TRUE,TRUE,TRUE,"<5%","<5%","<5%","<5%","<5%","<5%","<5%",NA,"",NA,0.05,0.05,0.05,0.05,"I would strongly support this","I would strongly support this","I might support this","I might support this","I would strongly support this","I would strongly support this","I might support this","I might support this",0.5,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_2bI4g1i8sBMbt59","R_1Rnexe9wLVdtEtP",1010,2,"","","Not at all important","Not at all important","Slightly important","Extremely important","Moderately important","Very important","Moderately important","Not at all important","Moderately important",0.333333333333333,3,1.33333333333333,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",0.433333333333333,0,"Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",0.2,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"About the same","Somewhat less","About the same","Somewhat more",0,FALSE,0.5,FALSE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.5,"Moderately","No opinion","No opinion","No opinion","No opinion","A little","A little","A lot","Moderately","No opinion","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","No opinion","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","No opinion","No opinion","No opinion","No opinion","Rarely","Rarely","Never","Never","Rarely",NA,"",NA,0.15,NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"I might support this","I might support this","I might support this","I might support this","I might support this","I might support this","I might support this","I might support this",0,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_2s0FlApW4GSjrmN","R_1HjDnei5NlHOur9",1012,1,"","","Slightly important","Slightly important","Moderately important","Extremely important","Extremely important","Extremely important","Very important","Moderately important","Very important",1.33333333333333,4,2.66666666666667,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree",0.0333333333333333,0.5,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree",0.5,"About the same","Somewhat less","Somewhat more","Somewhat more",0.25,FALSE,0.5,FALSE,"No opinion","No opinion","No opinion","No opinion",0,TRUE,0,TRUE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.5,"A lot","A lot","No opinion","No opinion","Moderately","A lot","A lot","A lot","Moderately","Moderately","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Rarely","Rarely","Rarely","Rarely","Rarely",NA,"","There are no anti-idling ordinances in Logan.",0.25,"Wrong",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"",FALSE,3,FALSE,TRUE,TRUE,NA,"20%","20%","50%","35%","35%","35%",NA,"","35%",0.325,0.2,0.4,0.35,NA,NA,"I would strongly support this","I might support this","I would strongly support this","I might support this","I would strongly support this","I might support this",0.5,"","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it","Never heard of it",0,""
"R_3HFCcDVp94PQEbk","R_1LwJTAau9xPVmkf",1013,1,"","","Slightly important","Not at all important","Moderately important","Extremely important","Extremely important","Very important","Very important","Very important","Very important",1,3.66666666666667,3,"Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree",0.533333333333333,-0.5,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.4,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat more","About the same","About the same","About the same",-0.25,FALSE,0,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree",0.0833333333333333,"A lot","A lot","A lot","A lot","Moderately","A lot","A lot","A lot","Moderately","Moderately","Strongly agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Rarely","Never","Never","Never","Never",NA,"","I have no idea.",0.05,"Don't know",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"",FALSE,4,FALSE,TRUE,TRUE,"20%","<5%","<5%","20%","35%","20%","20%",NA,"",NA,0.178571428571429,0.1,0.25,0.2,"I might support this","I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I might support this","I would never support this","I might support this",0.25,"","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Never heard of it","Familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it",3,""
"R_1nMIrSLTwpdfoRM","R_24pElhELjTDGjW0",1014,1,"","","Moderately important","Slightly important","Slightly important","Moderately important","Moderately important","Very important","Moderately important","Very important","Very important",1.33333333333333,2.33333333333333,2.66666666666667,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree",0.0333333333333333,0.5,"Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree",-0.3,"About the same","No opinion","Somewhat more","No opinion",0.25,FALSE,0,TRUE,"No opinion","Somewhat less","No opinion","Somewhat more",0,TRUE,0.5,FALSE,"Somewhat less","Somewhat less","Somewhat more","Somewhat more",0.5,FALSE,0.5,FALSE,"Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree",0.0833333333333333,"Moderately","Moderately","A lot","A lot","A little","A lot","A lot","A little","Not at all","A lot","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","No opinion","No opinion","No opinion","No opinion","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Rarely","Rarely","Rarely","Rarely","Never","Never","","I have no idea.",0.166666666666667,"Don't know",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,0,FALSE,FALSE,FALSE,"35%","50%","<5%","65%","20%","65%","35%",NA,"",NA,0.392857142857143,0.3,0.5,0.35,"I might support this","I would strongly support this","I might support this","I would never support this","I would strongly support this","I might support this","I might support this","I might support this",0.125,"","Heard of it, but not familiar with it","Never heard of it","Heard of it, but not familiar with it","Familiar with it","Heard of it, but not familiar with it","Never heard of it",2.5,""
"R_1JLUtFuLsuwHunw","R_3j2rTkIYavnbzSk",1018,1,"","","Slightly important","Moderately important","Moderately important","Very important","Very important","Very important","Very important","Moderately important","Very important",1.66666666666667,3,2.66666666666667,"Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree",0.433333333333333,0,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree",0.8,"Somewhat less","Much less","About the same","Much more",0.25,FALSE,1,FALSE,"Somewhat more","About the same","Somewhat less","About the same",-0.5,FALSE,0,FALSE,"About the same","About the same","About the same","Somewhat more",0,FALSE,0.25,FALSE,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",0.5,"Moderately","Moderately","A little","A little","A little","A lot","A lot","A lot","A little","Moderately","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,2,TRUE,FALSE,FALSE,"20%","<5%","<5%","35%","<5%","<5%","20%",NA,"",NA,0.135714285714286,0.1,0.15,0.2,"I might support this","I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I would strongly support this","I might support this","I might support this",0.5,"","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it",6,""
"R_2AL20jEHRl09A9R","R_3j2rTkIYavnbzSk",1018,2,"","","Not at all important","Slightly important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",1.33333333333333,4,4,"Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree",0.9,-0.5,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree",0.8,"Somewhat less","Much less","About the same","Much more",0.25,FALSE,1,FALSE,"Somewhat more","About the same","About the same","About the same",-0.25,FALSE,0,FALSE,"Somewhat more","Somewhat more","Somewhat less","About the same",-0.5,FALSE,-0.25,FALSE,"Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",1,"A lot","A lot","A lot","A lot","A lot","A little","Moderately","A lot","Moderately","A little","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Never","Never","Never","Never","Never",NA,"",NA,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,5,TRUE,TRUE,TRUE,"<5%","20%","<5%","20%","<5%","<5%","<5%",">95%","",NA,0.0928571428571429,0.1,0.1,0.05,"I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this","I would strongly support this",1,"","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it","Familiar with it",6,""
"R_0cTyKCIcOaf4Qal","R_QmlanPzFRliD3dD",1019,1,"","","Moderately important","Moderately important","Very important","Very important","Moderately important","Moderately important","Very important","Moderately important","Moderately important",2.33333333333333,2.33333333333333,2.33333333333333,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree",0.133333333333333,0.5,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree",0.7,"About the same","Somewhat less","Somewhat more","Somewhat more",0.25,FALSE,0.5,FALSE,"About the same","Somewhat less","Much more","Much more",0.5,FALSE,0.75,FALSE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree",-0.333333333333333,"A lot","Moderately","A little","Moderately","A little","Moderately","A little","Moderately","A little","Moderately","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Sometimes","Sometimes","Frequently","Rarely","Rarely",NA,"","Idling for any length of time is prohibited during an inversion event.",0.45,"Wrong",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"20%","35%","35%","65%","20%","50%","50%",NA,"","50%",0.392857142857143,0.3,0.45,0.5,"I would strongly support this","I would strongly support this","I would strongly support this","I might support this","I would strongly support this","I would never support this","I might support this","I would never support this",0.25,"","Never heard of it","Never heard of it","Heard of it, but not familiar with it","Familiar with it","Familiar with it","Heard of it, but not familiar with it",3,""
"R_2e842Cs6vAsbeAY","R_QmlanPzFRliD3dD",1019,2,"","","Slightly important","Very important","Very important","Slightly important","Very important","Very important","Slightly important","Slightly important","Moderately important",2.33333333333333,2.33333333333333,1.33333333333333,"Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",-0.2,0,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.5,"About the same","Somewhat less","Somewhat more","No opinion",0.25,FALSE,0.25,FALSE,"About the same","Somewhat less","Much more","Somewhat more",0.5,FALSE,0.5,FALSE,"Much less","Much less","Much more","Much more",1,FALSE,1,FALSE,"Neither agree nor disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",0,"Moderately","Moderately","A little","Moderately","A little","Moderately","A little","A lot","A lot","Moderately","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Never","Rarely","Never","Never","Rarely",NA,"","I have no idea.",0.1,"Don't know",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"<5%","<5%","20%","20%","<5%","<5%","20%",NA,"","<5%",0.114285714285714,0.1,0.1,0.2,"I would strongly support this","I would strongly support this","I would strongly support this","I would never support this","I might support this","I would never support this","I might support this","I would never support this",0,"","Never heard of it","Never heard of it","Never heard of it","Familiar with it","Never heard of it","Never heard of it",1,""
"R_emqA4qFDDDcKMRr","R_21vnZWvCXZQCsJN",1020,1,"","","Moderately important","Moderately important","Very important","Slightly important","Very important","Very important","Slightly important","Slightly important","Very important",2.33333333333333,2.33333333333333,1.66666666666667,"Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree",0.5,-0.5,"Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree",0.7,"About the same","Somewhat less","Much more","Much more",0.5,FALSE,0.75,FALSE,"Somewhat more","Somewhat more","Somewhat less","Much more",-0.5,FALSE,0.25,FALSE,"Somewhat less","Somewhat less","Much more","Much more",0.75,FALSE,0.75,FALSE,"Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree",0.0833333333333333,"A lot","Moderately","A lot","A lot","A lot","Moderately","Moderately","A lot","A little","A lot","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Frequently","Rarely","Rarely","Rarely","Never",NA,"",NA,0.3,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,2,FALSE,TRUE,TRUE,"<5%","<5%","20%","20%","<5%","<5%","20%",NA,"",NA,0.114285714285714,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Never heard of it","Heard of it, but not familiar with it","Never heard of it","Never heard of it","Familiar with it","Never heard of it",1.5,""
"R_3pgtTdRgBYiAxAh","R_21vnZWvCXZQCsJN",1020,2,"","","Moderately important","Very important","Very important","Moderately important","Extremely important","Moderately important","Very important","Very important","Moderately important",2.66666666666667,2.66666666666667,2.66666666666667,"Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree",0.4,0.5,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree",0.8,"Much less","Much less","Somewhat more","Somewhat more",0.75,FALSE,0.75,FALSE,"About the same","About the same","Somewhat more","Somewhat more",0.25,FALSE,0.25,FALSE,"Somewhat less","Much less","Somewhat more","Somewhat less",0.5,FALSE,0.25,FALSE,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",-0.583333333333333,"A lot","A lot","Moderately","Moderately","A lot","Moderately","Moderately","A lot","A little","A lot","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Rarely","Rarely","Never","Never","Never",NA,"",NA,0.1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",FALSE,2,FALSE,TRUE,FALSE,"20%","20%","20%","20%","<5%","<5%","<5%",NA,"",NA,0.135714285714286,0.2,0.1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Heard of it, but not familiar with it","Familiar with it","Heard of it, but not familiar with it",3.5,""
